Ano;Ativo Total;Ativo Circulante;Caixa e Eqv. de Caixa;Imobilizado;Intangível;Passivo Circulante;Passivo Não Circulante;Patrimônio Líquido;Receita Líquida;Lucro Bruto;EBITDA;EBIT;Resultado Financeiro;IR;Lucro Líquido;Dívida Bruta;Caixa gerado nas Op;EV;Tag Along;Tag Along Tipo;Liquidez;Papeis;Listagem;Acionistas;Ticker;Setor;Subsetor;Segmento;DY;P/L;PegRatio;P/VPA;VPA;LPA;CAGR Receita;CAGR Lucros;Payout;Ativo Não Circulante;Passivo Total;Dívida Líquida;CAPEX;Capital de Giro;Margem Bruta;Margem Líquida;Margem EBIT;Margem EBITDA;ROE;ROIC;ROA;Dív Líq / EBITDA;Conversão de Caixa;EV / EBITDA;Dív Líq / PL;Cobertura de Juros;Liquidez Corrente;Liquidez Imediata;Imposto;EV / Receita
2021;246660000,0;84020000,0;8020000,0;80570000,0;;169260000,0;576320000,0;-498920000,0;88880000,0;35350000,0;49340000,0;8670000,0;17830000,0;;46200000,0;261880000,0;19620000,0;;;;;;;;SLED4;Consumo Cíclico;Comércio;Produtos Diversos;;0,24;0,0;-0,02;-275,38486928712456;0,0392146969696969;-44,82;;0,0;162640000,0;745580000,0;253860000,0;;-5,613411341134113;0,3977272727272727;0,5198019801980198;0,0975472547254725;0,5551305130513051;-0,09260001603463482;;0,1873023595232303;5,145115524929063;0,3976489663558978;5,4446572760437775;-0,5088190491461557;2,7672462142456533;0,4963960770412383;0,0473827248020796;;3,022495387038704
2020;333190000,0;145600000,0;28600000,0;113610000,0;;213850000,0;664460000,0;-545120000,0;246330000,0;76090000,0;-343890000,0;-382420000,0;-29690000,0;;-419630000,0;276680000,0;-98200000,0;;;;;;;;SLED4;Consumo Cíclico;Comércio;Produtos Diversos;;-0,1;0,0;-0,07;-300,8855125988081;-0,0043174201081905;-32,61;;0,0;187590000,0;878310000,0;248080000,0;;-2,212966345958673;0,3088945723216822;-1,703527787926765;-1,552470263467706;-1,3960540738034344;0,7697938068682125;;-1,2594315555688946;-0,7213934688417808;0,285556427927535;-0,7811782546744599;-0,4550924567067801;-11,582687773661164;0,6808510638297872;0,1337386018237082;;1,0905670848049365
2019;852190000,0;233720000,0;20460000,0;346290000,0;68320000,0;263670000,00000003;761210000,0;-172690000,0;669660000,0;199480000,0;-453440000,0;-503280000,0;230080000,0;-11490000,0;-318070000,0;483910000,0;-59980000,0;;;;;;;;SLED4;Consumo Cíclico;Comércio;Produtos Diversos;;-0,18;0,0;-0,33;-95,318313712005;-0,0056959757286131;-18,14;;0,0;618470000,0;1024880000,0;463450000,0;0,6191350834751964;-0,2578771316787623;0,2978825075411402;-0,4749723740405579;-0,751545560433653;-0,6771197324015172;1,8418553477329318;-1,6540389435126277;-0,3732383623370375;-1,0220756880733946;0,1322776993648553;-0,5924474902964009;-2,683710695465864;-1,9707927677329624;0,8864110441081654;0,0775969962453066;0,0228302336671435;0,4011578860914493
2018;978670000,0;483630000,0;95420000,0;51580000,0;202950000,0;800040000,0;57720000,0;120920000,0;1445420000,0;411890000,0;;-205670000,0;-50340000,0;-43080000,0;-301750000,0;172870000,0;-110370000,0;;;;;;;;SLED4;Consumo Cíclico;Comércio;Produtos Diversos;20,0;-0,19;0,0;0,48;66,7432421915319;-0,0060040397680198;-7,58;;0,0;495040000,0;857750000,0;77450000,0;0,1760941456462481;0,0836573452698869;0,2849621563282644;-0,2087628509360601;-0,1422908220448036;;-2,495451538207079;-0,8466932162428946;-0,3083266065170078;;;;0,6405061197485941;;0,6045072746362682;0,1192690365481725;0,2094617591287013;0,1858555921462274
2017;1399190000,0;962500000,0;68940000,0;68290000,0;160830000,0;740360000,0;236770000,0;422060000,0;1724890000,0;574800000,0;;-19080000,0;-48370000,0;18090000,0;-52010000,0;317670000,0;5470000,0;;;;;;;;SLED4;Consumo Cíclico;Comércio;Produtos Diversos;4,25;-2,18;-0,49;0,27;232,96107177768732;-0,0348340511440107;-2,16;;0,0;436690000,0;977130000,0;248730000,0;0,1328316588304181;0,2446880670651461;0,3332386413046629;-0,0301526474151974;-0,0110615749410107;;-0,12322892479742217;-0,0013383261460262;-0,0371715063715435;;;;0,5893237928256646;;1,300043222216219;0,0931168620671024;-0,9481132075471698;0,1557429111421598
2022;;;;;;;;;;;;;;;;;;268639390,0;100,0;PN;135994,72;1811719,0;Nível 2;13881,0;SLED4;Consumo Cíclico;Comércio;Produtos Diversos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
