Ano;Ativo Total;Ativo Circulante;Caixa e Eqv. de Caixa;Imobilizado;Intangível;Passivo Circulante;Passivo Não Circulante;Patrimônio Líquido;Receita Líquida;Lucro Bruto;EBITDA;EBIT;Resultado Financeiro;IR;Lucro Líquido;Dívida Bruta;Caixa gerado nas Op;EV;Tag Along;Tag Along Tipo;Liquidez;Papeis;Listagem;Acionistas;Ticker;Setor;Subsetor;Segmento;DY;P/L;PegRatio;P/VPA;VPA;LPA;CAGR Receita;CAGR Lucros;Payout;Ativo Não Circulante;Passivo Total;Dívida Líquida;CAPEX;Capital de Giro;Margem Bruta;Margem Líquida;Margem EBIT;Margem EBITDA;ROE;ROIC;ROA;Dív Líq / EBITDA;Conversão de Caixa;EV / EBITDA;Dív Líq / PL;Cobertura de Juros;Liquidez Corrente;Liquidez Imediata;Imposto;EV / Receita
2021;642730000,0;418280000,0;89630000,0;25650000,0;189910000,0;109160000,0;204560000,0;329010000,0;314400000,0;165180000,0;59540000,0;50650000,0;-15030000,0;-7540000,0;28080000,0;133700000,0;73830000,0;;;;;;Novo Mercado;;TECN3;Consumo Cíclico;Tecidos. Vestuário e Calçados;Acessórios;;6,49;-0,03;0,55;4,300434938521008;2,7245803062678062;-2,72;;21,37;224450000,0;313720000,0;44069999,99999999;0,6856234096692112;1,046469465648855;0,525381679389313;0,0893129770992366;0,1611005089058524;0,1893765903307888;0,08534694994073129;0,0931685072723736;0,0436886406422603;0,7401746724890828;1,240006718172657;3,8487682566341954;0,1339472964347587;3,961410512308716;3,831806522535728;0,8210883107365335;-0,1488647581441263;0,7288666094147582
2020;598820000,0;345870000,0;65260000,00000001;28130000,0;190820000,0;66680000,00000001;215840000,0;316300000,0;244610000,0;112400000,0;1470000,0;-9620000,0;-24310000,0;5760000,0;-28160000,0;138200000,0;44180000,0;;;;;;Novo Mercado;;TECN3;Consumo Cíclico;Tecidos. Vestuário e Calçados;Acessórios;;-3,62;0,0;0,32;4,1343046444004585;-2,716840021306818;-9,24;;0,0;252950000,0;282520000,0;72940000,0;0,8950983197743346;1,2930787784636768;0,45950697027922;-0,1151220309881035;-0,039327909733862;0,0060095662483136;-0,08902940246601328;-0,0084928492849284;-0,0470258174409672;49,61904761904762;30,05442176870748;155,88820544217688;0,230603857097692;0,0604689428218839;5,187012597480504;0,9787042591481704;-0,5987525987525988;0,9368204979354892
2019;676090000,0;392740000,0;54110000,0;38990000,0;192440000,0;163060000,0;168540000,0;344490000,0;316230000,0;109240000,0;-114390000,0;-126650000,0;-5180000,0;9170000,0;-122650000,0;101950000,0;13420000,0;;;;;;Novo Mercado;;TECN3;Consumo Cíclico;Tecidos. Vestuário e Calçados;Acessórios;;-2,3;0,0;0,82;4,502771441509687;-0,6237767223807582;-5,22;;0,0;283350000,0;331600000,0;47840000,0;0,7318407488220599;1,0893653353571768;0,3454447712108275;-0,3878506150586598;-0,4004996363406381;-0,3617303861113746;-0,35603355685215826;-0,2631484633993369;-0,1814107589226286;-0,4182183757321444;-0,1173179473730221;-2,0032840458082;0,138871955644576;-22,083011583011583;2,408561265791733;0,3318410401079357;-0,0724042637189103;0,7246487113809569
2018;792470000,0;392900000,0;69860000,0;36720000,0;262100000,00000003;137120000,0;189660000,0;465690000,0;305700000,0;146660000,0;;-2900000,0;4250000,0;13020000,0;14370000,0;106320000,0;64340000,0;;;;;;Novo Mercado;;TECN3;Consumo Cíclico;Tecidos. Vestuário e Calçados;Acessórios;;13,44;-0,06;0,41;6,086956464909419;5,324023312456506;-6,76;-14,54;0,0;399570000,0;326780000,0;36460000,0;0,9774942754334316;1,5233562315996074;0,4797513902518809;0,0470068694798822;-0,0094864245992803;;0,030857437351027507;0,0176919983916365;0,0181331785430363;;;;0,0782924262921686;;2,8653733955659275;0,5094807467911319;-4,489655172413793;0,7496096238141969
2017;714870000,0;338820000,0;14830000,0;34870000,0;262470000,00000003;104090000,0;146830000,0;463950000,0;340080000,0;155070000,0;;-12770000,0;-2500000,0;3190000,0;-12080000,0;92040000,0;22780000,0;;;;;;Novo Mercado;;TECN3;Consumo Cíclico;Tecidos. Vestuário e Calçados;Acessórios;;-23,06;-0,04;0,6;6,064213214573483;-6,33329594370861;1,69;;0,0;376050000,0;250920000,0;77210000,0;0,874323688543872;1,3642378263937898;0,4559809456598447;-0,0355210538696777;-0,0375499882380616;;-0,026037288500916047;-0,01723052572888;-0,0168981772909759;;;;0,1664187951287854;;3,255067729849169;0,1424728600249784;-0,249804228660924;0,6738286932486474
2022;;;;;;;;;;;;;;;;;;229155662,0;100,0;ON;2673804,93;76506215,0;Novo Mercado;13935,0;TECN3;Consumo Cíclico;Tecidos. Vestuário e Calçados;Acessórios;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
