Ano;Ativo Total;Ativo Circulante;Caixa e Eqv. de Caixa;Imobilizado;Intangível;Passivo Circulante;Passivo Não Circulante;Patrimônio Líquido;Receita Líquida;Lucro Bruto;EBITDA;EBIT;Resultado Financeiro;IR;Lucro Líquido;Dívida Bruta;Caixa gerado nas Op;EV;Tag Along;Tag Along Tipo;Liquidez;Papeis;Listagem;Acionistas;Ticker;Setor;Subsetor;Segmento;DY;P/L;PegRatio;P/VPA;VPA;LPA;CAGR Receita;CAGR Lucros;Payout;Ativo Não Circulante;Passivo Total;Dívida Líquida;CAPEX;Capital de Giro;Margem Bruta;Margem Líquida;Margem EBIT;Margem EBITDA;ROE;ROIC;ROA;Dív Líq / EBITDA;Conversão de Caixa;EV / EBITDA;Dív Líq / PL;Cobertura de Juros;Liquidez Corrente;Liquidez Imediata;Imposto;EV / Receita
2021;2951200000,0;654940000,0;461280000,0;1029810000,0;1049570000,0;488160000,0;1336350000,0;1126690000,0;1852250000,0;588680000,0;84100000,0;-3230000,0;-73010000,0;-4210000,0;-80450000,0;736200000,0;255810000,0;;;;;;;;MEAL3;Consumo Cíclico;Hoteis e Restaurantes;Restaurante e Similares;0,0;-8,65;0,1;0,62;3,934392042337744;-3,559596395276569;3,75;;0,0;2296260000,0;1824510000,0;274920000,0;1,122623835875287;0,6082818194088271;0,3178188689431772;-0,043433661762721;-0,0017438250776083;0,0454042380888109;-0,07140384666589746;-0,0039937945879788;-0,027260097587422;3,268965517241379;3,0417360285374557;10,630919357907253;0,2440067809246554;1,1518970004109026;1,3416502785971811;0,9449360865290068;1,303405572755418;0,4826887936293697
2020;2752980000,0;723490000,0;537580000,0;755510000,0;1085860000,0;399080000,0;1172500000,0;1181400000,0;1153670000,0;271470000,0;-453990000,0;-556900000,0;-51060000,0;134390000,0;-473580000,0;673790000,0;-5640000,0;;;;;;;;MEAL3;Consumo Cíclico;Hoteis e Restaurantes;Restaurante e Similares;0,0;-2,55;0,0;1,02;4,125438904062174;-0,6046909286709743;-6,51;;0,0;2029490000,0;1571580000,0;136210000,0;1,5960976709110923;1,0240363362139953;0,2353099239817278;-0,4104986694635381;-0,4827203619752616;-0,3935180770931029;-0,40086338242762826;-0,2277448671025609;-0,1720244970904256;-0,3000286349919602;0,0124231811273376;-1,9693392321416767;0,1152954122227865;-8,891304347826088;1,8128946577127396;1,3470482108850357;-0,2413180104147962;0,7749705877764005
2019;2685650000,0;556280000,0;332810000,0;757720000,0;1300340000,0;494960000,0;1045580000,0;1145110000,0;1603260000,0;512710000,00000006;116190000,0;49420000,0;-57380000,0;-7880000,0;-15840000,0;561670000,0;195460000,0;;;;;;;;MEAL3;Consumo Cíclico;Hoteis e Restaurantes;Restaurante e Similares;7,66;-88,3;0,0;1,22;3,9987145280435383;-18,07888446969697;29,56;;0,0;2129370000,0;1540540000,0;228860000,0;1,2836720182627896;0,7142384890785025;0,3197921734466026;-0,009879869765353;0,0308246946845801;0,0724710901538116;-0,013832732226598319;0,0243382275395774;-0,0058980135162809;1,969704793872106;1,682244599363112;7,694812961528531;0,1998585288749552;2,0249215754618333;1,1238887990948765;0,6723977695167286;-0,1594496155402671;0,5576514838516523
2018;1638480000,0;458310000,0;268560000,0;259400000,0;853620000,0;376350000,0;246910000,0;1015220000,0;1582080000,0;509070000,0;102800000,0;25170000,0;-17440000,0;170000,0;7890000,0;297710000,0;104300000,0;;;;;;;;MEAL3;Consumo Cíclico;Hoteis e Restaurantes;Restaurante e Similares;0,08;149,57;1,3;1,16;3,5451397360606065;36,29525095057034;39,97;;0,0;1180170000,0;623260000,0;29150000,0;0,703516889158576;0,641699534789644;0,3217726031553398;0,0049871055825242;0,0159094356796116;0,0649777508090614;0,007771714505230393;0,0193003435065083;0,0048154386992822;0,2835603112840467;1,014591439688716;8,69708480544747;0,028712988317803;5,894495412844036;1,2177760063770426;0,7135910721402949;0,0067540723083035;0,5651170092536407
2017;1512420000,0;372530000,0;183590000,0;244140000,0;838100000,0;244630000,0;263830000,0;1003970000,0;1494510000,0;465580000,0;108530000,0;28800000,0;-9090000,0;-16050000,0;3670000,0;171220000,0;118730000,0;;;;;;;;MEAL3;Consumo Cíclico;Hoteis e Restaurantes;Restaurante e Similares;3,45;394,75;-3,77;1,45;3,505854830295667;78,0298446866485;42,59;;0,0;1139890000,0;508450000,0;-12370000,0;0,7241436992726713;0,67177201892259;0,3115268549558049;0,0024556543616302;0,0192705301403135;0,0726191193100079;0,0036554877137763083;0,0108493094733617;0,0024265746287406;-0,1139777020178752;1,0939832304431951;8,237909499677508;-0,0123210852913931;11,93949394939494;1,5228303969259698;0,7504803172137514;-0,5572916666666666;0,598229732822129
2022;;;;;;;;;;;;;;;;;;894060318,0;100,0;ON;4616291,75;286369530,0;Novo Mercado;44479,0;MEAL3;Consumo Cíclico;Hoteis e Restaurantes;Restaurante e Similares;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
