Ano;Ativo Total;Ativo Circulante;Caixa e Eqv. de Caixa;Imobilizado;Intangível;Passivo Circulante;Passivo Não Circulante;Patrimônio Líquido;Receita Líquida;Lucro Bruto;EBITDA;EBIT;Resultado Financeiro;IR;Lucro Líquido;Dívida Bruta;Caixa gerado nas Op;EV;Tag Along;Tag Along Tipo;Liquidez;Papeis;Listagem;Acionistas;Ticker;Setor;Subsetor;Segmento;DY;P/L;PegRatio;P/VPA;VPA;LPA;CAGR Receita;CAGR Lucros;Payout;Ativo Não Circulante;Passivo Total;Dívida Líquida;CAPEX;Capital de Giro;Margem Bruta;Margem Líquida;Margem EBIT;Margem EBITDA;ROE;ROIC;ROA;Dív Líq / EBITDA;Conversão de Caixa;EV / EBITDA;Dív Líq / PL;Cobertura de Juros;Liquidez Corrente;Liquidez Imediata;Imposto;EV / Receita
2021;8031760000,0;3224390000,0;583180000,0;1018790000,0;500500000,0;4291319999,9999995;273240000,0;3467210000,0;3948560000,0;1956650000,0;739270000,0;619210000,0;95310000,0;-51910000,0;692560000,0;110500000,0;847570000,0;;;;;;;;ALPA4;Consumo Cíclico;Tecidos. Vestuário e Calçados;Acessórios;1,18;31,57;0,08;6,41;5,0759797399540565;0,986285985329791;-0,53;13,78;0,0;4807370000,0;4564550000,0;-472680000,0;0,3847706505662824;0,87809479911664;0,4955350811435055;0,1753955872520615;0,1568191948457159;0,18722521628137853;5,006367679334643;0,1585651156745516;0,08622767612578065;-0,6393875038889716;1,1464958675450105;16,9838468989679;-0,13632863310846474;7,756478858461861;0,7513748683388795;0,13589757929960947;-0,08383262544209558;3,179804408949085
2020;4814590000,0;2679460000,0;693000000,0;1090810000,0;367180000,0;1277050000,0;518980000,0;3018550000,0;3364280000,0;1760790000,0;272310000,0;274290000,0;-73840000,0;8100000,0;126890000,0;243860000,0;484290000,0;;;;;;;;ALPA4;Consumo Cíclico;Tecidos. Vestuário e Calçados;Acessórios;0,13;176,17;0,0;8,38;4,419143531553703;5,38310522499803;-3,59;-12,43;34,8;2135130000,0;1796040000,0;-449140000,0;0,4333735598701654;0,8972350696137064;0,5233779590283805;0,03771683688634715;0,08153007478568966;0,08094153875420596;23,78871463472299;0,086558709665554;0,026355307513204654;-1,6493702030773751;1,7784510300760163;46,10792294443832;-0,14879329479385797;3,6878385698808236;2,098163736737011;0,5426569045847852;0,029530788581428415;3,7320462318831966
2019;4522040000,0;2610130000,0;566260000,0;1167600000,0;314370000,0;1256500000,0;530950000,00000006;2734590000,0;3712180000,0;1866930000,0;459300000,0;429050000,0;-1560000,0;-111510000,0;259339999,99999997;278750000,0;700310000,0;;;;;;;;ALPA4;Consumo Cíclico;Tecidos. Vestuário e Calçados;Acessórios;0,0;71,23;0,0;7,39;4,003427377367094;2,6338483149533434;1,55;-0,44;0,0;1911910000,0;1787450000,0;-287510000,0;0,39921824911507525;0,7366533950401112;0,5029201170201876;0,06986191402356566;0,11557898593279421;0,12372783647344687;10,544420451916404;0,1053780854467136;0,05735022246596668;-0,6259743087306772;1,524733289788809;27,33648703897235;-0,1051382474155175;294,4230769230769;2,077302029446876;0,4506645443692797;-0,259899778580585;3,3822843981164707
2018;3980110000,0;2389310000,0;518780000,0;770720000,0;453320000,0;1159610000,0;350660000,0;2469840000,0;3904510000,0;1712840000,0;564670000,0;458080000,0;-56460000,0;-77570000,0;324040000,0;612930000,0;569950000,0;;;;;;;;ALPA4;Consumo Cíclico;Tecidos. Vestuário e Calçados;Acessórios;2,77;4,62;-0,54;0,64;3,6158345761947293;2,1079564930255525;2,65;1,35;11,11;1590800000,0;1510270000,0;94150000,0;0,31349388271511663;0,6325608078862649;0,4386824467090621;0,08299120760351492;0,11732073935013612;0,1446199395058535;7,6220219725959755;0,12343119986246136;0,08141483526837198;0,1667345529247171;1,0093505941523369;22,235373752811377;0,0381198782107343;10,001239815798796;2,0604427350574763;0,44737454833952794;-0,1693372336709745;3,2156784070216236
2017;3853450000,0;2439910000,0;629240000,0;721650000,0;493830000,0;1115860000,0;467560000,0;2264390000,0;3721860000,0;1639600000,0;484570000,0;379420000,0;-73620000,0;46440000,0;350560000,0;733640000,0;553280000,0;;;;;;;;ALPA4;Consumo Cíclico;Tecidos. Vestuário e Calçados;Acessórios;1,95;22,66;113,48;3,75;3,3150567065030865;1,9484887665449566;4,36;5,29;33,36;1413540000,0;1589060000,0;104400000,0;0,3265786461607906;0,6084027878533851;0,44053242196106246;0,09418946440758115;0,10194365182999898;0,13019565486074167;6,459350753080785;0,14204661060763235;0,09097302417314354;0,21544874837484781;1,141795818973523;25,910907602616753;0,04610513206647265;6,582042923118718;2,1865735844998477;0,5639058663273171;0,12239734331347847;3,373487583358858
2022;;;;;;;;;;;;;;;;;;12555648497;0;PN;83354693,59;683062222;Nível 1;19119;ALPA4;Consumo Cíclico;Tecidos. Vestuário e Calçados;Acessórios;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
